run,evaluations,avg_fitness,best_fitness
26,4500,-89513000.0,2500000
26,4750,-87813000.0,2500000
26,5000,-85993000.0,2500000
27,500,-99888000.0,-92000000.0
27,750,-99848000.0,-92000000.0
27,1000,-99768000.0,-92000000.0
27,1250,-99604000.0,-88000000.0
27,1500,-99420000.0,-88000000.0
27,1750,-99116000.0,-83000000.0
27,2000,-98654000.0,-42000000.00000001
27,2250,-98152000.0,-35000000.0
27,2500,-97648000.0,-35000000.0
27,2750,-97124000.0,-35000000.0
27,3000,-96508000.0,-35000000.0
27,3250,-95846000.0,-35000000.0
27,3500,-94924000.0,-35000000.0
27,3750,-93838000.0,-8999999.999999996
27,4000,-92644000.0,-8999999.999999996
27,4250,-91747000.0,500000
27,4500,-90419000.0,500000
27,4750,-88831000.0,1500000
27,5000,-87327000.0,1500000
28,500,-99974000.0,-97000000.0
28,750,-99938000.0,-91000000.0
28,1000,-99828000.0,-91000000.0
28,1250,-99708000.0,-88000000.0
28,1500,-99464000.0,-76000000.0
28,1750,-99056000.0,-50000000.0
28,2000,-98736000.0,-50000000.0
28,2250,-98166000.0,-21999999.999999996
28,2500,-97668000.0,-21999999.999999996
28,2750,-97170000.0,-21999999.999999996
28,3000,-96598000.0,-21999999.999999996
28,3250,-95842000.0,-21999999.999999996
28,3500,-94718000.0,0
28,3750,-93776000.0,0
28,4000,-92278000.0,0
28,4250,-90574000.0,0
28,4500,-89010000.0,0
28,4750,-87184000.0,0
28,5000,-85265000.0,500000
29,500,-99862000.0,-78000000.0
29,750,-99840000.0,-78000000.0
29,1000,-99758000.0,-78000000.0
29,1250,-99618000.0,-78000000.0
29,1500,-99430000.0,-58000000.00000001
29,1750,-99220000.0,-58000000.00000001
29,2000,-98792000.0,-58000000.00000001
29,2250,-98466000.0,-58000000.00000001
29,2500,-97912000.0,-7999999.999999996
29,2750,-97400000.0,-7999999.999999996
29,3000,-96680000.0,-7999999.999999996
29,3250,-96090000.0,-7999999.999999996
29,3500,-95280000.0,-7999999.999999996
29,3750,-94512000.0,-7999999.999999996
29,4000,-93380000.0,-7999999.999999996
29,4250,-92012000.0,1000000
29,4500,-90820000.0,1000000
29,4750,-89560000.0,1000000
29,5000,-88354000.0,1000000
